Date,Price,Open,High,Low,Vol.,Change %
8/16/2018,"36,271","36,215","36,271","35,882",1.45M,0.00%
8/17/2018,"36,438","36,271","36,438","36,104",755.47K,0.46%
8/20/2018,"36,327","36,438","36,438","35,604",1.20M,-0.30%
8/21/2018,"36,327","36,438","36,438","36,215",479.25K,0.00%
8/22/2018,"36,104","36,327","36,438","34,491",710.11K,-0.61%
8/23/2018,"35,604","35,993","36,104","35,047",1.24M,-1.38%
8/24/2018,"36,160","35,548","36,160","35,492",533.25K,1.56%
8/27/2018,"36,215","36,160","36,215","35,659",423.33K,0.15%
8/28/2018,"36,160","36,215","36,438","35,103",694.26K,-0.15%
8/29/2018,"36,104","36,104","36,160","35,325",422.65K,-0.15%
8/30/2018,"36,160","35,993","36,160","35,659",622.70K,0.16%
8/31/2018,"36,160","36,160","36,215","35,882",596.79K,0.00%
9/4/2018,"36,049","35,993","36,160","35,437",768.71K,-0.31%
9/5/2018,"35,381","35,937","36,049","35,214",1.27M,-1.85%
9/6/2018,"36,160","35,381","36,160","35,325",703.41K,2.20%
9/7/2018,"36,215","35,993","36,215","35,159",815.76K,0.15%
9/10/2018,"36,716","35,993","36,716","35,381",831.00K,1.38%
9/11/2018,"36,994","36,716","36,994","35,659",794.26K,0.76%
9/12/2018,"37,662","36,994","37,829","36,994",451.71K,1.81%
9/13/2018,"37,773","37,662","38,385","37,551",493.52K,0.29%
9/14/2018,"37,718","38,107","38,552","37,272",443.26K,-0.15%
9/17/2018,"37,384","37,829","37,829","36,994",736.95K,-0.89%
9/18/2018,"37,439","37,106","37,439","36,939",555.07K,0.15%
9/19/2018,"36,716","37,439","37,495","36,716",277.98K,-1.93%
9/20/2018,"35,882","36,716","36,772","35,604",446.52K,-2.27%
9/21/2018,"33,378","35,993","36,160","33,378",9.04M,-6.98%
9/24/2018,"35,659","35,325","35,659","35,047",725.23K,6.83%
9/25/2018,"36,215","35,659","37,272","35,659",678.24K,1.56%
9/26/2018,"36,049","35,604","36,271","35,047",1.26M,-0.46%
9/27/2018,"36,994","36,160","37,272","35,882",1.21M,2.62%
9/28/2018,"36,994","36,994","37,161","36,438",1.66M,0.00%
10/1/2018,"36,049","36,994","37,050","35,882",974.23K,-2.55%
10/2/2018,"35,770","35,604","36,049","35,548",410.89K,-0.77%
10/3/2018,"35,604","35,604","35,826","35,159",445.62K,-0.46%
10/4/2018,"35,604","35,492","35,604","35,159",337.30K,0.00%
10/5/2018,"35,492","35,604","35,604","35,103",395.92K,-0.31%
10/8/2018,"35,325","35,492","35,604","35,047",1.85M,-0.47%
10/9/2018,"36,104","35,214","36,160","35,214",745.15K,2.21%
10/10/2018,"35,604","36,215","36,215","35,270",2.02M,-1.38%
10/11/2018,"35,492","35,604","36,716","34,936",840.99K,-0.31%
10/12/2018,"37,829","35,492","37,940","35,325",1.52M,6.58%
10/15/2018,"38,830","37,829","39,498","37,050",1.16M,2.65%
10/16/2018,"40,499","38,830","40,610","38,663",1.96M,4.30%
10/17/2018,"40,833","40,499","40,888","39,498",1.58M,0.82%
10/18/2018,"40,110","40,777","40,777","39,776",322.21K,-1.77%
10/19/2018,"38,941","40,332","40,332","38,441",1.68M,-2.91%
10/22/2018,"39,498","38,941","39,553","38,941",547.06K,1.43%
10/23/2018,"39,442","39,498","39,498","38,608",816.44K,-0.14%
10/24/2018,"40,555","39,442","40,888","38,997",1.78M,2.82%
10/25/2018,"41,445","40,499","41,445","39,498",1.68M,2.19%
10/26/2018,"40,666","41,167","41,556","40,054",1.79M,-1.88%
10/29/2018,"39,609","40,666","40,666","38,997",333.34K,-2.60%
10/30/2018,"39,053","39,442","39,442","38,218",499.91K,-1.40%
10/31/2018,"39,553","38,997","39,553","38,886",755.41K,1.28%
11/1/2018,"39,498","39,553","39,998","38,997",292.05K,-0.14%
11/2/2018,"39,553","39,498","39,609","39,220",868.28K,0.14%
11/5/2018,"38,886","39,553","39,553","38,663",229.41K,-1.69%
11/6/2018,"38,830","38,886","39,108","38,663",255.76K,-0.14%
11/7/2018,"38,496","38,775","38,830","38,274",319.39K,-0.86%
11/8/2018,"38,385","38,552","38,886","37,940",977.72K,-0.29%
11/9/2018,"38,997","38,385","39,164","38,107",277.47K,1.59%
11/12/2018,"39,331","38,941","39,386","38,163",351.68K,0.86%
11/13/2018,"39,442","39,164","39,609","38,663",295.27K,0.28%
11/14/2018,"39,442","39,442","40,165","39,220",741.34K,0.00%
11/15/2018,"40,054","39,442","40,610","39,386",798.28K,1.55%
11/16/2018,"38,775","40,110","40,165","38,385",320.99K,-3.19%
11/19/2018,"38,608","38,775","38,886","38,385",219.39K,-0.43%
11/20/2018,"38,496","38,441","38,608","37,272",260.74K,-0.29%
11/21/2018,"37,606","38,163","38,441","37,606",276.07K,-2.31%
11/22/2018,"37,662","37,606","38,385","37,606",247.00K,0.15%
11/23/2018,"37,884","37,662","38,107","37,384",202.91K,0.59%
11/26/2018,"38,329","37,884","38,385","37,384",261.19K,1.17%
11/27/2018,"37,829","38,329","38,830","37,718",826.51K,-1.30%
11/28/2018,"38,441","38,218","38,663","37,829",372.91K,1.62%
11/29/2018,"38,496","38,496","38,663","38,218",400.10K,0.14%
11/30/2018,"37,884","38,496","38,608","37,384",662.93K,-1.59%
12/3/2018,"37,996","37,884","38,441","37,884",475.87K,0.30%
12/4/2018,"37,773","38,051","38,107","37,551",463.45K,-0.59%
12/5/2018,"37,439","37,773","37,773","37,272",581.75K,-0.88%
12/6/2018,"37,829","37,272","38,608","37,272",495.30K,1.04%
12/7/2018,"38,107","37,940","38,385","37,940",529.85K,0.73%
12/10/2018,"37,996","37,829","38,107","37,773",450.44K,-0.29%
12/11/2018,"37,884","37,829","37,996","37,272",414.25K,-0.29%
12/12/2018,"37,829","37,829","38,441","37,662",444.68K,-0.15%
12/13/2018,"37,495","37,829","38,441","37,495",473.59K,-0.88%
12/14/2018,"37,272","37,551","37,662","37,106",384.75K,-0.59%
12/17/2018,"36,883","37,272","37,272","36,494",478.91K,-1.04%
12/18/2018,"36,049","36,716","36,883","35,604",801.57K,-2.26%
12/19/2018,"35,325","35,882","35,882","35,325",522.54K,-2.01%
12/20/2018,"36,160","35,325","36,438","35,047",542.13K,2.36%
12/21/2018,"35,325","35,604","36,271","35,325",1.27M,-2.31%
12/24/2018,"35,659","35,604","35,993","35,214",1.12M,0.95%
12/25/2018,"36,271","35,882","36,438","35,381",787.64K,1.72%
12/26/2018,"35,715","35,604","36,271","35,159",661.18K,-1.53%
12/27/2018,"35,715","35,604","35,937","35,548",576.48K,0.00%
12/28/2018,"35,715","35,604","35,882","35,548",575.64K,0.00%
1/2/2019,"35,882","35,882","35,882","34,936",860.79K,0.47%
1/3/2019,"35,047","35,548","35,548","34,880",1.13M,-2.33%
1/4/2019,"35,159","34,769","35,325","33,935",1.13M,0.32%
1/7/2019,"34,491","34,769","35,047","33,990",1.30M,-1.90%
1/8/2019,"32,099","34,491","34,491","32,099",1.12M,-6.94%
1/9/2019,"32,711","32,154","33,378","29,874",2.09M,1.91%
1/10/2019,"32,933","32,266","33,267","32,266",845.24K,0.68%
1/11/2019,"32,989","32,544","33,267","32,544",1.13M,0.17%
1/14/2019,"32,321","32,544","32,655","31,654",1.29M,-2.02%
1/15/2019,"32,321","31,988","32,488","31,654",1.03M,0.00%
1/16/2019,"31,988","32,099","32,321","31,598",854.73K,-1.03%
1/17/2019,"31,598","31,765","31,988","31,598",712.22K,-1.22%
1/18/2019,"31,709","31,598","31,988","31,598",583.62K,0.35%
1/21/2019,"31,765","31,709","31,932","31,654",637.38K,0.18%
1/22/2019,"31,654","31,821","31,876","31,264",962.91K,-0.35%
1/23/2019,"31,821","31,654","31,821","31,431",814.57K,0.53%
1/24/2019,"31,765","31,765","31,876","31,543",742.00K,-0.18%
1/25/2019,"31,709","31,765","31,932","31,153",633.48K,-0.18%
1/28/2019,"31,765","31,709","31,821","31,598",756.90K,0.18%
1/29/2019,"31,932","31,765","31,932","31,543",913.83K,0.53%
1/30/2019,"31,765","31,709","31,876","31,654",709.59K,-0.52%
1/31/2019,"31,487","31,709","31,821","31,320",997.24K,-0.88%
2/1/2019,"31,543","31,487","31,654","31,042",1.03M,0.18%
2/11/2019,"31,988","31,765","32,210","31,543",792.42K,1.41%
2/12/2019,"31,988","31,988","32,154","31,876",767.04K,0.00%
2/13/2019,"31,988","31,988","32,154","31,765",820.45K,0.00%
2/14/2019,"32,210","32,043","32,933","31,988",1.18M,0.69%
2/15/2019,"31,988","32,210","32,433","31,988",920.29K,-0.69%
2/18/2019,"32,210","31,988","32,377","31,988",1.05M,0.69%
2/19/2019,"32,266","32,210","32,377","32,154",1.14M,0.17%
2/20/2019,"32,321","32,154","32,377","32,154",762.44K,0.17%
2/21/2019,"32,433","32,321","32,433","32,154",1.30M,0.35%
2/22/2019,"32,488","32,488","32,878","32,266",1.06M,0.17%
2/25/2019,"33,267","32,544","34,102","32,544",1.32M,2.40%
2/26/2019,"33,045","33,656","34,046","33,045",797.58K,-0.67%
2/27/2019,"33,156","33,045","33,656","33,045",1.17M,0.34%
2/28/2019,"31,988","33,378","33,768","31,988",2.45M,-3.52%
3/1/2019,"32,933","31,765","32,933","31,765",891.22K,2.95%
3/4/2019,"33,100","32,933","33,378","32,600",899.13K,0.51%
3/5/2019,"32,711","32,989","33,211","32,544",963.79K,-1.18%
3/6/2019,"31,709","32,711","32,711","31,487",1.58M,-3.06%
3/7/2019,"31,932","31,709","32,210","31,709",849.59K,0.70%
3/8/2019,"31,988","31,709","32,655","31,709",800.87K,0.18%
3/11/2019,"33,434","32,266","33,712","32,266",1.19M,4.52%
3/12/2019,"34,769","33,490","34,769","33,490",2.05M,3.99%
3/13/2019,"34,046","34,769","34,936","33,935",645.63K,-2.08%
3/14/2019,"34,435","33,935","34,547","33,656",709.47K,1.14%
3/15/2019,"33,323","34,491","34,825","33,323",4.55M,-3.23%
3/18/2019,"32,933","33,490","33,935","32,822",770.44K,-1.17%
3/19/2019,"32,488","32,989","33,100","32,377",744.07K,-1.35%
3/20/2019,"32,433","32,544","32,933","32,433",780.94K,-0.17%
3/21/2019,"31,709","32,266","32,711","31,709",887.68K,-2.23%
3/22/2019,"31,932","31,821","32,210","31,654",735.26K,0.70%
3/25/2019,"31,376","31,153","31,709","31,153",939.61K,-1.74%
3/26/2019,"31,487","31,376","31,765","31,376",953.06K,0.35%
3/27/2019,"31,598","31,709","31,932","31,487",751.22K,0.35%
3/28/2019,"31,264","31,654","32,043","31,264",960.21K,-1.06%
3/29/2019,"31,042","31,320","31,709","30,931",1.75M,-0.71%
4/1/2019,"30,875","31,153","31,487","30,708",1.35M,-0.54%
4/2/2019,"31,042","30,986","31,153","30,764",836.27K,0.54%
4/3/2019,"31,264","30,819","31,598","30,819",755.79K,0.72%
4/4/2019,"31,320","31,431","31,654","31,320",773.68K,0.18%
4/5/2019,"31,654","31,431","31,821","31,431",545.19K,1.07%
4/8/2019,"31,765","31,821","31,988","31,709",757.28K,0.35%
4/9/2019,"31,487","31,821","31,932","31,431",610.47K,-0.88%
4/10/2019,"31,487","31,431","31,765","31,264",675.76K,0.00%
4/11/2019,"31,543","31,543","31,709","31,487",632.06K,0.18%
4/12/2019,"31,153","31,543","31,709","31,153",822.62K,-1.24%
4/16/2019,"31,097","30,875","31,209","30,597",707.33K,-0.18%
4/17/2019,"31,264","31,097","31,543","30,986",729.74K,0.54%
4/18/2019,"31,376","31,153","31,654","30,875",788.00K,0.36%
4/19/2019,"31,821","31,431","31,821","31,431",588.53K,1.42%
4/22/2019,"31,876","31,988","32,099","31,709",721.10K,0.17%
4/23/2019,"32,321","31,932","32,544","31,821",793.47K,1.40%
4/24/2019,"32,488","32,544","32,822","32,321",670.93K,0.52%
4/25/2019,"32,377","32,488","32,544","31,988",558.78K,-0.34%
4/26/2019,"32,878","32,266","32,989","32,266",1.11M,1.55%
5/2/2019,"32,544","32,933","32,933","32,210",663.99K,-1.02%
5/3/2019,"33,100","32,544","33,100","32,321",974.41K,1.71%
5/6/2019,"32,321","33,045","33,045","32,210",760.89K,-2.35%
5/7/2019,"31,709","32,266","32,544","31,598",880.27K,-1.89%
5/8/2019,"31,932","31,598","31,988","31,431",685.11K,0.70%
5/9/2019,"32,099","31,876","32,266","31,821",545.19K,0.52%
5/10/2019,"32,488","32,099","32,600","32,099",762.60K,1.21%
5/13/2019,"32,377","32,488","32,488","32,154",759.53K,-0.34%
5/14/2019,"32,433","32,266","32,488","32,154",709.41K,0.17%
5/15/2019,"32,544","32,488","32,600","32,321",766.14K,0.34%
5/16/2019,"32,544","32,544","32,766","32,544",997.28K,0.00%
5/17/2019,"32,544","32,544","32,711","32,544",778.28K,0.00%
5/20/2019,"33,045","32,600","33,211","32,600",956.18K,1.54%
5/21/2019,"32,822","33,211","33,211","32,822",725.52K,-0.67%
5/22/2019,"32,099","32,822","32,933","32,099",701.38K,-2.20%
5/23/2019,"32,377","32,099","32,433","31,932",647.05K,0.87%
5/24/2019,"32,377","32,377","32,989","32,154",755.72K,0.00%
5/27/2019,"32,433","32,377","32,600","32,377",784.89K,0.17%
5/28/2019,"32,544","32,433","32,655","32,210",830.60K,0.34%
5/29/2019,"32,878","32,544","32,878","32,377",907.06K,1.03%
5/30/2019,"33,434","32,822","33,601","32,766",1.28M,1.69%
5/31/2019,"33,490","33,656","33,823","33,434",1.54M,0.17%
6/3/2019,"33,378","33,378","33,823","33,211",1.25M,-0.33%
6/4/2019,"33,490","33,267","33,601","32,822",1.08M,0.34%
6/5/2019,"33,656","33,601","33,879","33,434",837.53K,0.50%
6/6/2019,"33,545","33,378","33,768","32,878",1.01M,-0.33%
6/7/2019,"33,768","33,601","34,046","33,545",1.04M,0.66%
6/10/2019,"33,768","33,879","34,213","33,156",1.16M,0.00%
6/11/2019,"33,656","33,768","33,935","33,601",1.12M,-0.33%
6/12/2019,"33,323","33,656","33,823","33,323",838.98K,-0.99%
6/13/2019,"32,822","33,100","33,434","32,711",982.81K,-1.50%
6/14/2019,"33,045","32,822","33,100","32,822",994.60K,0.68%
6/17/2019,"32,154","32,933","33,100","31,988",1.07M,-2.70%
6/18/2019,"31,598","32,154","32,266","31,543",925.59K,-1.73%
6/19/2019,"31,932","31,709","32,043","31,654",672.36K,1.06%
6/20/2019,"32,043","31,932","32,377","31,821",785.93K,0.35%
6/21/2019,"31,709","32,099","32,210","30,986",2.27M,-1.04%
6/24/2019,"32,210","31,709","32,266","31,709",802.78K,1.58%
6/25/2019,"32,544","32,210","32,933","31,765",765.60K,1.04%
6/26/2019,"33,323","32,544","33,378","32,321",968.32K,2.39%
6/27/2019,"33,100","33,267","33,490","32,822",942.93K,-0.67%
6/28/2019,"33,156","33,156","33,211","32,544",1.06M,0.17%
7/1/2019,"33,768","33,211","34,213","33,211",1.09M,1.85%
7/2/2019,"33,490","33,768","33,879","33,378",784.55K,-0.82%
7/3/2019,"32,655","33,490","33,490","32,544",1.01M,-2.49%
7/4/2019,"33,267","32,655","33,378","32,655",1.08M,1.87%
7/5/2019,"33,545","33,267","33,656","32,655",1.26M,0.84%
7/8/2019,"33,490","33,490","33,545","33,267",1.06M,-0.16%
7/9/2019,"33,434","33,490","33,490","32,822",912.43K,-0.17%
7/10/2019,"33,823","33,490","33,935","33,434",1.07M,1.16%
7/11/2019,"34,213","33,879","34,213","33,823",1.21M,1.15%
7/12/2019,"33,935","34,213","34,324","33,935",746.98K,-0.81%
7/15/2019,"33,490","34,046","34,102","33,378",758.43K,-1.31%
7/16/2019,"33,601","33,490","33,656","33,267",1.51M,0.33%
7/17/2019,"33,100","33,601","33,601","32,989",761.27K,-1.49%
7/18/2019,"32,154","33,656","33,656","32,154",985.14K,-2.86%
7/19/2019,"32,377","32,266","32,655","32,154",828.88K,0.69%
7/22/2019,"32,043","32,377","32,544","31,988",601.32K,-1.03%
7/23/2019,"32,433","32,043","32,433","31,988",675.98K,1.22%
7/24/2019,"32,766","32,878","32,878","32,433",587.39K,1.03%
7/25/2019,"32,544","32,766","32,878","32,544",628.72K,-0.68%
7/26/2019,"32,433","32,544","32,600","32,321",630.91K,-0.34%
7/29/2019,"32,544","32,433","32,766","32,154",649.41K,0.34%
7/30/2019,"32,488","32,544","32,600","32,321",595.91K,-0.17%
7/31/2019,"32,099","32,488","32,989","32,043",889.37K,-1.20%
8/1/2019,"32,933","32,099","33,100","32,099",832.69K,2.60%
8/2/2019,"33,434","32,933","33,434","32,321",1.02M,1.52%
8/5/2019,"33,100","33,211","33,490","33,100",774.70K,-1.00%
8/6/2019,"32,766","32,878","33,100","32,154",876.73K,-1.01%
8/7/2019,"33,156","32,655","33,211","32,488",753.43K,1.19%
8/8/2019,"32,766","33,100","33,267","32,600",893.11K,-1.18%
8/9/2019,"33,378","32,655","33,434","32,655",1.19M,1.87%
8/12/2019,"33,323","33,378","33,490","33,211",694.10K,-0.16%
8/13/2019,"33,211","33,267","33,378","32,878",1.27M,-0.34%
8/14/2019,"33,490","33,267","33,768","33,211",951.33K,0.84%
8/15/2019,"34,435","33,378","34,435","33,100",1.10M,2.82%
8/16/2019,"34,380","34,491","34,491","34,213",734.92K,-0.16%
8/19/2019,"34,547","34,268","34,658","34,268",725.73K,0.49%
8/20/2019,"35,047","34,491","36,215","34,380",708.26K,1.45%
8/21/2019,"35,047","34,825","35,214","34,769",789.66K,0.00%
8/22/2019,"34,936","34,880","35,103","34,658",517.20K,-0.32%
8/23/2019,"34,491","34,602","34,880","34,435",821.29K,-1.27%
8/26/2019,"34,491","34,435","34,547","34,046",1.26M,0.00%
8/27/2019,"33,768","34,547","34,602","33,768",1.51M,-2.10%
8/28/2019,"34,435","34,324","34,547","33,768",1.40M,1.98%
8/29/2019,"34,435","34,213","34,491","33,768",1.24M,0.00%
8/30/2019,"34,658","34,435","35,604","34,435",927.10K,0.65%
9/3/2019,"34,547","34,658","34,769","34,324",872.00K,-0.32%
9/4/2019,"34,658","34,547","34,769","33,935",803.10K,0.32%
9/5/2019,"34,491","34,658","34,825","34,491",717.52K,-0.48%
9/6/2019,"34,547","34,213","34,602","33,823",1.25M,0.16%
9/9/2019,"34,102","34,547","34,602","34,102",638.75K,-1.29%
9/10/2019,"34,380","34,435","34,491","34,046",1.15M,0.82%
9/11/2019,"34,324","34,380","34,491","34,324",634.02K,-0.16%
9/12/2019,"34,324","34,380","34,380","34,157",512.58K,0.00%
9/13/2019,"34,380","34,213","34,435","33,768",587.03K,0.16%
9/16/2019,"34,380","34,157","34,435","34,157",738.75K,0.00%
9/17/2019,"35,604","34,380","36,160","34,157",773.87K,3.56%
9/18/2019,"35,325","35,715","36,160","35,047",491.56K,-0.78%
9/19/2019,"35,159","35,325","35,381","34,547",566.90K,-0.47%
9/20/2019,"34,268","35,325","35,325","34,268",1.51M,-2.53%
9/23/2019,"34,268","34,380","35,047","34,268",583.24K,0.00%
9/24/2019,"34,213","34,268","34,435","33,935",548.15K,-0.16%
9/25/2019,"34,491","34,213","34,602","34,046",526.94K,0.81%
9/26/2019,"34,602","34,491","34,769","34,380",562.01K,0.32%
9/27/2019,"35,047","34,769","35,047","34,602",433.63K,1.29%
9/30/2019,"35,492","35,047","35,659","34,992",534.08K,1.27%
10/1/2019,"35,381","35,325","35,604","35,214",468.56K,-0.31%
10/2/2019,"35,325","35,214","35,604","35,103",821.20K,-0.16%
10/3/2019,"35,437","35,047","35,492","35,047",558.47K,0.32%
10/4/2019,"35,381","35,047","35,604","35,047",642.52K,-0.16%
10/7/2019,"34,769","35,381","35,492","34,491",525.59K,-1.73%
10/8/2019,"34,825","34,769","34,936","34,491",585.65K,0.16%
10/9/2019,"34,658","34,825","34,936","34,435",524.33K,-0.48%
10/10/2019,"34,102","34,658","35,047","33,990",649.19K,-1.60%
10/11/2019,"34,435","34,102","34,435","33,935",627.89K,0.98%
10/14/2019,"34,491","34,435","35,437","34,157",1.37M,0.16%
10/15/2019,"34,547","34,602","34,602","34,380",726.88K,0.16%
10/16/2019,"34,491","34,547","35,159","34,157",800.96K,-0.16%
10/17/2019,"33,545","34,491","34,547","33,545",1.03M,-2.74%
10/18/2019,"33,434","33,601","34,102","33,323",775.98K,-0.33%
10/21/2019,"33,545","33,490","33,656","33,323",512.27K,0.33%
10/22/2019,"33,656","33,490","33,879","33,434",554.43K,0.33%
10/23/2019,"33,656","33,656","34,046","33,378",530.14K,0.00%
10/24/2019,"33,879","33,656","33,935","33,601",658.65K,0.66%
10/25/2019,"33,656","33,879","34,046","33,545",536.94K,-0.66%
10/28/2019,"32,933","33,656","33,656","32,766",821.49K,-2.15%
10/29/2019,"32,878","32,933","33,434","32,822",754.12K,-0.17%
10/30/2019,"32,989","32,878","33,378","32,711",621.31K,0.34%
10/31/2019,"33,100","32,989","33,100","32,822",1.49M,0.34%
11/1/2019,"32,822","33,100","33,100","32,655",1.07M,-0.84%
11/4/2019,"32,933","32,822","33,100","32,766",763.91K,0.34%
11/5/2019,"32,544","32,933","33,045","32,433",755.00K,-1.18%
11/6/2019,"32,655","32,544","32,766","32,488",661.63K,0.34%
11/7/2019,"32,321","32,711","32,822","32,043",707.17K,-1.02%
11/8/2019,"32,433","32,321","32,433","32,210",533.34K,0.35%
11/11/2019,"32,321","32,600","32,600","32,099",428.00K,-0.35%
11/12/2019,"32,321","32,377","32,377","32,099",578.94K,0.00%
11/13/2019,"31,821","32,321","32,321","31,543",918.00K,-1.55%
11/14/2019,"32,544","31,821","32,544","31,821",611.73K,2.27%
11/15/2019,"32,544","32,655","32,822","32,321",515.89K,0.00%
11/18/2019,"32,377","32,544","32,600","32,266",492.41K,-0.51%
11/19/2019,"32,433","32,377","32,433","32,210",482.52K,0.17%
11/20/2019,"32,488","32,433","32,544","32,266",587.93K,0.17%
11/21/2019,"31,709","32,488","32,544","31,598",1.64M,-2.40%
11/22/2019,"31,709","31,821","32,154","31,598",712.94K,0.00%
11/25/2019,"31,821","31,709","32,266","31,654",501.76K,0.35%
11/26/2019,"31,431","31,821","32,154","31,431",733.01K,-1.23%
11/27/2019,"31,431","31,487","31,932","31,431",496.89K,0.00%
11/28/2019,"31,543","31,932","31,932","31,376",479.63K,0.36%
11/29/2019,"31,598","31,654","31,709","31,487",416.01K,0.17%
12/2/2019,"31,209","31,153","31,709","31,097",403.07K,-1.23%
12/3/2019,"31,264","30,986","31,264","30,875",553.78K,0.18%
12/4/2019,"31,376","30,875","31,431","30,875",712.67K,0.36%
12/5/2019,"31,431","31,264","31,821","31,264",542.31K,0.18%
12/6/2019,"31,709","31,153","31,821","31,153",1.07M,0.88%
12/9/2019,"31,543","31,431","31,821","31,431",529.92K,-0.52%
12/10/2019,"30,708","31,376","31,543","30,652",423.42K,-2.65%
12/11/2019,"31,153","30,597","31,153","30,597",477.11K,1.45%
12/12/2019,"31,153","30,708","31,431","30,708",854.28K,0.00%
12/13/2019,"30,597","30,875","31,153","30,597",719.48K,-1.78%
12/16/2019,"31,153","30,374","31,209","30,374",774.25K,1.82%
12/17/2019,"31,153","30,875","31,209","30,875",486.33K,0.00%
12/18/2019,"30,931","30,875","31,097","30,652",589.62K,-0.71%
12/19/2019,"30,986","30,652","31,709","30,652",727.68K,0.18%
12/20/2019,"30,986","30,652","31,654","30,652",1.02M,0.00%
12/23/2019,"31,153","30,819","31,654","30,819",498.29K,0.54%
12/24/2019,"31,153","30,875","31,431","30,875",379.83K,0.00%
12/25/2019,"31,431","30,875","31,431","30,875",429.51K,0.89%
12/26/2019,"31,654","31,209","31,709","31,209",467.66K,0.71%
12/27/2019,"32,210","31,264","32,266","31,264",420.29K,1.76%
12/30/2019,"32,544","31,709","32,544","31,709",459.78K,1.04%
12/31/2019,"33,100","32,321","33,100","32,321",587.48K,1.71%
1/2/2020,"31,988","32,655","32,711","31,487",496.98K,-3.36%
1/3/2020,"31,153","31,876","32,043","31,153",478.14K,-2.61%
1/6/2020,"31,042","30,986","31,153","30,819",484.99K,-0.36%
1/7/2020,"31,320","30,819","31,376","30,819",559.12K,0.90%
1/8/2020,"30,041","30,875","31,042","29,985",792.35K,-4.08%
1/9/2020,"30,931","30,875","30,931","30,041",463.18K,2.96%
1/10/2020,"31,042","30,819","31,153","30,819",420.81K,0.36%
1/13/2020,"30,597","30,819","31,097","30,430",615.74K,-1.43%
1/14/2020,"30,819","30,430","30,931","30,430",407.87K,0.73%
1/15/2020,"30,597","30,597","30,875","30,319",381.80K,-0.72%
1/16/2020,"31,153","30,597","31,153","30,597",604.97K,1.82%
1/17/2020,"31,153","30,875","31,264","30,652",487.50K,0.00%
1/20/2020,"31,153","31,097","31,209","30,875",508.25K,0.00%
1/21/2020,"31,153","31,042","31,264","30,541",841.48K,0.00%
1/22/2020,"31,153","31,042","31,153","30,875",525.63K,0.00%
1/30/2020,"30,652","30,875","31,153","30,096",743.66K,-1.61%
1/31/2020,"30,652","30,541","30,875","30,041",1.32M,0.00%
2/3/2020,"31,153","30,597","31,320","30,319",1.06M,1.63%
2/4/2020,"30,597","31,042","31,320","30,207",1.03M,-1.78%
2/5/2020,"30,041","30,597","31,264","29,874",952.10K,-1.82%
2/6/2020,"29,484","29,762","30,486","29,373",2.43M,-1.85%
2/7/2020,"30,096","29,762","30,319","29,484",661.11K,2.08%
2/10/2020,"30,096","30,152","30,152","29,595",603.27K,0.00%
2/11/2020,"30,152","30,152","30,597","29,484",760.18K,0.19%
2/12/2020,"30,263","30,207","30,374","29,595",865.42K,0.37%
2/13/2020,"30,319","30,207","30,319","29,707",819.53K,0.19%
2/14/2020,"30,152","30,207","30,263","29,651",1.06M,-0.55%
2/17/2020,"30,207","30,041","30,207","29,595",903.57K,0.18%
2/18/2020,"30,041","30,207","30,263","29,540",1.40M,-0.55%
2/19/2020,"30,096","30,096","30,096","29,484",1.38M,0.18%
2/20/2020,"30,319","30,152","30,597","30,096",771.16K,0.74%
2/21/2020,"30,041","30,319","30,319","29,874",450.13K,-0.92%
2/24/2020,"29,818","30,041","30,041","29,595",608.60K,-0.74%
2/25/2020,"29,874","29,762","29,874","29,484",1.04M,0.19%
2/26/2020,"29,929","29,818","29,929","29,651",676.71K,0.18%
2/27/2020,"29,985","29,929","29,985","29,540",568.93K,0.19%
2/28/2020,"29,762","29,651","29,818","29,373",1.54M,-0.74%
3/2/2020,"29,818","29,651","29,874","29,540",942.02K,0.19%
3/3/2020,"29,874","29,651","30,096","29,651",1.30M,0.19%
3/4/2020,"29,929","29,874","30,263","29,484",1.05M,0.18%
3/5/2020,"29,985","29,929","30,319","29,595",1.15M,0.19%
3/6/2020,"30,041","29,762","30,041","29,484",1.04M,0.19%
3/9/2020,"29,484","29,484","30,041","28,761",1.10M,-1.85%
3/10/2020,"29,484","28,928","29,707","28,928",1.24M,0.00%
3/11/2020,"29,484","29,484","29,540","28,817",1.40M,0.00%
3/12/2020,"29,373","29,484","29,484","28,705",764.67K,-0.38%
3/13/2020,"29,484","29,039","29,484","28,483",642.76K,0.38%
3/16/2020,"28,705","29,373","29,373","28,427",729.67K,-2.64%
3/17/2020,"28,650","28,650","28,705","28,260",550.17K,-0.19%
3/18/2020,"28,372","28,538","28,650","27,815",834.72K,-0.97%
3/19/2020,"28,372","28,372","28,372","27,871",1.28M,0.00%
3/20/2020,"28,372","28,372","28,372","27,315",5.25M,0.00%
3/23/2020,"28,928","28,093","28,928","27,481",1.65M,1.96%
3/24/2020,"28,928","28,650","29,206","28,594",752.97K,0.00%
3/25/2020,"28,984","28,928","29,039","28,538",568.16K,0.19%
3/26/2020,"28,817","28,650","28,928","28,372",406.13K,-0.58%
3/27/2020,"28,928","28,928","28,928","28,372",1.31M,0.39%
3/30/2020,"28,872","28,705","28,928","28,427",430.09K,-0.19%
3/31/2020,"28,872","28,705","28,928","28,705",814.00K,0.00%
4/1/2020,"28,817","28,872","28,928","28,761",831.38K,-0.19%
