Date,Price,Open,High,Low,Vol.,Change %
5/2/2018,"18,513.80","20,086.90","20,147.40","18,513.80",3.75M,-6.99%
5/3/2018,"18,634.90","18,211.30","18,634.90","17,334.00",5.96M,0.65%
5/4/2018,"19,058.40","18,876.90","19,360.90","18,755.90",3.47M,2.27%
5/7/2018,"20,389.40","19,058.40","20,389.40","19,028.10",4.66M,6.98%
5/8/2018,"20,389.40","20,389.40","20,782.70","20,147.40",6.06M,0.00%
5/9/2018,"20,813.00","20,268.40","20,964.20","20,207.90",5.78M,2.08%
5/10/2018,"19,965.90","20,570.90","20,964.20","19,844.90",3.23M,-4.07%
5/11/2018,"20,268.40","19,481.90","20,449.90","19,360.90",3.03M,1.52%
5/14/2018,"21,176.00","20,510.40","21,176.00","20,389.40",4.29M,4.48%
5/15/2018,"21,750.70","21,357.50","21,902.00","21,297.00",5.00M,2.71%
5/16/2018,"21,962.50","21,660.00","21,992.80","21,418.00",5.74M,0.97%
5/17/2018,"21,660.00","21,962.50","21,962.50","21,357.50",3.53M,-1.38%
5/18/2018,"21,781.00","21,660.00","21,781.00","21,055.00",4.46M,0.56%
5/21/2018,"21,297.00","22,083.50","22,083.50","21,024.70",4.78M,-2.22%
5/22/2018,"19,826.80","21,194.10","21,330.90","19,826.80",7.36M,-6.90%
5/23/2018,"20,407.90","19,211.40","20,407.90","19,143.10",2.44M,2.93%
5/24/2018,"20,373.70","20,407.90","20,578.80","20,100.20",1.86M,-0.17%
5/25/2018,"19,211.40","20,134.40","20,647.20","19,211.40",2.74M,-5.70%
5/28/2018,"17,878.30","18,801.20","18,938.00","17,878.30",8.26M,-6.94%
5/29/2018,"19,108.90","18,049.20","19,108.90","18,049.20",2.79M,6.88%
5/30/2018,"19,655.80","19,143.10","19,963.50","19,006.30",3.56M,2.86%
5/31/2018,"21,023.20","19,655.80","21,023.20","19,553.30",5.46M,6.96%
6/1/2018,"21,877.80","21,125.70","22,151.30","20,920.60",7.65M,4.07%
6/4/2018,"22,493.10","21,877.80","22,561.50","21,536.00",4.94M,2.81%
6/5/2018,"23,211.00","22,356.40","23,211.00","22,117.10",6.67M,3.19%
6/6/2018,"23,176.80","22,903.30","23,313.50","22,766.60",4.78M,-0.15%
6/7/2018,"22,698.20","23,176.80","23,279.30","22,561.50",5.44M,-2.07%
6/8/2018,"23,074.20","22,561.50","23,074.20","22,253.80",6.69M,1.66%
6/11/2018,"22,219.60","22,800.80","22,937.50","22,219.60",5.93M,-3.70%
6/12/2018,"22,527.30","21,809.40","22,561.50","21,194.10",7.95M,1.38%
6/13/2018,"22,834.90","22,288.00","23,108.40","22,219.60",6.19M,1.37%
6/14/2018,"22,219.60","22,698.20","22,903.30","21,809.40",8.33M,-2.69%
6/15/2018,"22,219.60","22,014.50","22,219.60","21,672.70",4.67M,0.00%
6/18/2018,"20,681.40","22,082.90","22,151.30","20,681.40",11.20M,-6.92%
6/19/2018,"19,621.60","19,621.60","20,168.60","19,245.60",11.61M,-5.12%
6/20/2018,"20,852.30","19,826.80","20,852.30","19,553.30",6.79M,6.27%
6/21/2018,"19,963.50","20,715.50","20,715.50","19,826.80",3.91M,-4.26%
6/22/2018,"20,407.90","19,484.90","20,442.10","19,450.70",3.23M,2.23%
6/25/2018,"20,510.40","20,510.40","20,681.40","20,339.50",3.24M,0.50%
6/26/2018,"20,066.00","19,963.50","20,168.60","19,860.90",3.01M,-2.17%
6/27/2018,"19,348.20","19,997.70","20,168.60","19,143.10",5.16M,-3.58%
6/28/2018,"18,322.70","18,938.00","19,279.80","18,117.50",7.01M,-5.30%
6/29/2018,"18,561.90","18,322.70","19,006.30","18,288.50",3.83M,1.31%
7/2/2018,"17,980.80","18,391.00","18,596.10","17,262.90",10.38M,-3.13%
7/3/2018,"16,750.20","17,673.20","18,459.40","16,750.20",6.19M,-6.84%
7/4/2018,"17,023.70","16,750.20","17,160.40","15,998.10",4.67M,1.63%
7/5/2018,"15,861.40","17,092.00","17,092.00","15,861.40",9.82M,-6.83%
7/6/2018,"16,271.60","14,767.50","16,681.80","14,767.50",9.00M,2.59%
7/9/2018,"15,451.20","16,476.70","16,716.00","15,382.80",5.08M,-5.04%
7/10/2018,"14,425.70","15,451.20","15,724.70","14,391.50",6.52M,-6.64%
7/11/2018,"13,742.00","13,742.00","13,810.40","13,434.30",9.32M,-4.74%
7/12/2018,"14,425.70","13,605.30","14,665.00","13,502.70",4.47M,4.98%
7/13/2018,"15,280.30","14,835.90","15,382.80","14,835.90",6.51M,5.92%
7/16/2018,"15,177.70","15,211.90","15,382.80","14,835.90",4.97M,-0.67%
7/17/2018,"16,237.40","14,904.20","16,237.40","14,904.20",4.69M,6.98%
7/18/2018,"16,955.30","16,408.30","17,194.60","16,408.30",5.33M,4.42%
7/19/2018,"17,126.20","16,921.10","17,228.80","16,545.10",5.46M,1.01%
7/20/2018,"16,750.20","16,955.30","16,955.30","16,134.90",5.20M,-2.20%
7/23/2018,"16,271.60","16,476.70","16,818.60","16,271.60",5.36M,-2.86%
7/24/2018,"16,476.70","16,271.60","16,647.60","16,032.30",4.01M,1.26%
7/25/2018,"16,476.70","16,579.30","16,818.60","16,340.00",2.75M,0.00%
7/26/2018,"17,092.00","16,340.00","17,092.00","16,203.20",4.02M,3.73%
7/27/2018,"18,049.20","17,502.20","18,288.50","17,297.10",7.41M,5.60%
7/30/2018,"18,117.50","18,117.50","18,288.50","17,741.50",3.09M,0.38%
7/31/2018,"17,775.70","17,912.40","18,561.90","17,775.70",4.33M,-1.89%
8/1/2018,"17,639.00","17,673.20","18,117.50","17,502.20",4.59M,-0.77%
8/2/2018,"17,775.70","17,502.20","17,775.70","16,989.50",5.92M,0.77%
8/3/2018,"17,707.30","17,809.90","18,254.30","17,639.00",4.22M,-0.38%
8/6/2018,"17,980.80","17,844.10","18,185.90","17,570.60",2.89M,1.54%
8/7/2018,"17,639.00","17,775.70","18,049.20","17,536.40",2.27M,-1.90%
8/8/2018,"18,459.40","17,639.00","18,459.40","17,639.00",3.57M,4.65%
8/9/2018,"18,596.10","18,527.80","18,664.50","18,254.30",6.21M,0.74%
8/10/2018,"18,664.50","18,596.10","18,698.70","18,254.30",2.69M,0.37%
8/13/2018,"19,416.50","18,596.10","19,519.10","18,391.00",5.30M,4.03%
8/14/2018,"19,143.10","19,416.50","19,621.60","19,108.90",5.17M,-1.41%
8/15/2018,"18,527.80","19,143.10","19,279.80","18,459.40",4.48M,-3.21%
8/16/2018,"18,596.10","18,185.90","18,664.50","18,117.50",4.06M,0.37%
8/17/2018,"18,561.90","18,732.90","18,938.00","18,561.90",2.28M,-0.18%
8/20/2018,"19,040.50","18,527.80","19,040.50","18,527.80",4.00M,2.58%
8/21/2018,"19,211.40","19,040.50","19,382.40","18,972.20",4.22M,0.90%
8/22/2018,"19,074.70","19,416.50","19,450.70","19,006.30",3.36M,-0.71%
8/23/2018,"19,074.70","19,040.50","19,211.40","18,801.20",2.81M,0.00%
8/24/2018,"19,006.30","19,074.70","19,245.60","18,801.20",4.34M,-0.36%
8/27/2018,"19,006.30","19,211.40","19,279.80","18,972.20",4.88M,0.00%
8/28/2018,"18,903.80","19,074.70","19,143.10","18,903.80",3.69M,-0.54%
8/29/2018,"19,587.50","18,903.80","19,758.40","18,903.80",8.54M,3.62%
8/30/2018,"19,826.80","19,553.30","19,860.90","19,450.70",4.85M,1.22%
8/31/2018,"19,416.50","19,758.40","19,860.90","19,279.80",4.77M,-2.07%
9/4/2018,"18,596.10","19,211.40","19,279.80","18,322.70",8.68M,-4.23%
9/5/2018,"18,425.20","18,459.40","18,664.50","18,117.50",6.22M,-0.92%
9/6/2018,"18,425.20","18,527.80","18,596.10","18,356.80",1.81M,0.00%
9/7/2018,"18,938.00","18,425.20","19,040.50","18,391.00",3.95M,2.78%
9/10/2018,"19,006.30","18,938.00","19,211.40","18,835.40",4.68M,0.36%
9/11/2018,"19,484.90","18,801.20","19,484.90","18,801.20",5.88M,2.52%
9/12/2018,"19,143.10","19,553.30","19,621.60","19,143.10",5.38M,-1.75%
9/13/2018,"19,245.60","19,279.80","19,416.50","19,143.10",4.16M,0.54%
9/14/2018,"19,143.10","19,211.40","19,382.40","19,143.10",6.08M,-0.53%
9/17/2018,"19,279.80","19,108.90","19,348.20","19,006.30",6.62M,0.71%
9/18/2018,"19,690.00","19,143.10","19,724.20","19,006.30",5.48M,2.13%
9/19/2018,"19,929.30","19,758.40","20,134.40","19,758.40",6.73M,1.22%
9/20/2018,"19,929.30","19,963.50","20,031.90","19,690.00",3.11M,0.00%
9/21/2018,"20,373.70","19,963.50","20,442.10","19,826.80",5.70M,2.23%
9/24/2018,"20,271.10","20,510.40","20,578.80","20,237.00",2.00M,-0.50%
9/25/2018,"20,510.40","20,237.00","20,647.20","20,134.40",4.22M,1.18%
9/26/2018,"20,305.30","20,442.10","20,715.50","20,237.00",4.13M,-1.00%
9/27/2018,"20,852.30","20,305.30","20,852.30","20,237.00",5.59M,2.69%
9/28/2018,"20,578.80","20,783.90","20,920.60","20,442.10",4.54M,-1.31%
10/1/2018,"19,826.80","20,510.40","20,613.00","19,758.40",7.92M,-3.65%
10/2/2018,"19,211.40","19,826.80","19,826.80","19,006.30",12.51M,-3.10%
10/3/2018,"19,211.40","19,211.40","19,519.10","19,074.70",4.27M,0.00%
10/4/2018,"20,100.20","19,416.50","20,100.20","19,279.80",2.93M,4.63%
10/5/2018,"19,621.60","19,826.80","20,066.00","19,553.30",3.25M,-2.38%
10/8/2018,"19,621.60","19,416.50","19,690.00","19,314.00",2.75M,0.00%
10/9/2018,"19,724.20","19,621.60","19,826.80","19,621.60",2.53M,0.52%
10/10/2018,"19,826.80","19,792.60","19,963.50","19,587.50",2.57M,0.52%
10/11/2018,"18,459.40","18,561.90","19,143.10","18,459.40",9.21M,-6.90%
10/12/2018,"18,801.20","18,459.40","18,869.60","18,083.40",3.38M,1.85%
10/15/2018,"18,835.40","18,801.20","19,074.70","18,459.40",2.55M,0.18%
10/16/2018,"19,553.30","19,006.30","19,553.30","18,835.40",2.76M,3.81%
10/17/2018,"19,758.40","19,826.80","19,895.10","19,621.60",3.24M,1.05%
10/18/2018,"19,416.50","19,690.00","19,792.60","19,416.50",2.05M,-1.73%
10/19/2018,"19,621.60","19,074.70","19,621.60","19,074.70",2.15M,1.06%
10/22/2018,"19,143.10","19,826.80","19,860.90","19,143.10",4.50M,-2.44%
10/23/2018,"18,801.20","19,006.30","19,108.90","18,220.10",4.25M,-1.79%
10/24/2018,"18,151.70","18,938.00","18,938.00","18,049.20",2.74M,-3.45%
10/25/2018,"17,365.50","17,092.00","17,775.70","17,092.00",3.51M,-4.33%
10/26/2018,"17,160.40","17,775.70","18,049.20","17,160.40",2.69M,-1.18%
10/29/2018,"16,476.70","17,160.40","17,228.80","16,066.50",2.60M,-3.98%
10/30/2018,"15,553.70","16,134.90","16,545.10","15,553.70",5.36M,-5.60%
10/31/2018,"16,613.50","16,203.20","16,613.50","15,998.10",4.83M,6.81%
11/1/2018,"17,092.00","16,750.20","17,433.90","16,716.00",4.78M,2.88%
11/2/2018,"17,878.30","17,160.40","17,980.80","17,092.00",3.63M,4.60%
11/5/2018,"17,844.10","17,639.00","17,912.40","17,365.50",2.47M,-0.19%
11/6/2018,"17,775.70","17,980.80","18,049.20","17,502.20",1.93M,-0.38%
11/7/2018,"17,468.10","17,570.60","17,844.10","17,297.10",1.50M,-1.73%
11/8/2018,"17,741.50","17,775.70","17,878.30","17,604.80",2.59M,1.57%
11/9/2018,"17,092.00","17,570.60","17,707.30","17,092.00",1.59M,-3.66%
11/12/2018,"16,852.70","16,750.20","16,989.50","16,408.30",2.03M,-1.40%
11/13/2018,"17,092.00","16,203.20","17,228.80","16,203.20",2.00M,1.42%
11/14/2018,"16,989.50","17,023.70","17,365.50","16,921.10",1.77M,-0.60%
11/15/2018,"16,989.50","16,989.50","17,297.10","16,886.90",1.40M,0.00%
11/16/2018,"17,092.00","17,160.40","17,297.10","16,852.70",1.92M,0.60%
11/19/2018,"17,570.60","17,228.80","17,639.00","17,160.40",2.44M,2.80%
11/20/2018,"17,502.20","17,365.50","17,639.00","17,297.10",1.50M,-0.39%
11/21/2018,"17,331.30","17,228.80","17,433.90","17,194.60",1.88M,-0.98%
11/22/2018,"17,468.10","17,502.20","17,639.00","17,399.70",2.39M,0.79%
11/23/2018,"17,092.00","17,433.90","17,502.20","17,092.00",1.69M,-2.15%
11/26/2018,"17,023.70","17,092.00","17,228.80","17,023.70",1.28M,-0.40%
11/27/2018,"16,545.10","17,160.40","17,297.10","16,476.70",1.81M,-2.81%
11/28/2018,"16,545.10","16,545.10","16,716.00","16,510.90",1.65M,0.00%
11/29/2018,"16,408.30","16,852.70","16,886.90","16,408.30",1.91M,-0.83%
11/30/2018,"16,579.30","16,408.30","16,579.30","16,271.60",1.56M,1.04%
12/3/2018,"17,468.10","16,989.50","17,468.10","16,818.60",2.63M,5.36%
12/4/2018,"17,365.50","17,468.10","17,570.60","17,126.20",2.34M,-0.59%
12/5/2018,"17,433.90","17,092.00","17,468.10","17,057.80",2.36M,0.39%
12/6/2018,"17,468.10","17,297.10","17,502.20","17,297.10",2.14M,0.20%
12/7/2018,"17,980.80","17,570.60","18,117.50","17,536.40",3.96M,2.94%
12/10/2018,"17,502.20","17,707.30","17,775.70","17,502.20",1.73M,-2.66%
12/11/2018,"17,365.50","17,639.00","17,639.00","17,194.60",1.78M,-0.78%
12/12/2018,"17,775.70","17,399.70","17,775.70","17,262.90",1.67M,2.36%
12/13/2018,"17,673.20","17,912.40","17,912.40","17,604.80",1.44M,-0.58%
12/14/2018,"17,433.90","17,536.40","17,639.00","17,262.90",1.81M,-1.35%
12/17/2018,"16,750.20","17,297.10","17,297.10","16,750.20",2.49M,-3.92%
12/18/2018,"16,408.30","16,408.30","16,579.30","15,929.80",4.14M,-2.04%
12/19/2018,"16,100.70","16,271.60","16,476.70","15,861.40",2.00M,-1.87%
12/20/2018,"16,681.80","15,998.10","16,681.80","15,964.00",1.75M,3.61%
12/21/2018,"16,545.10","16,408.30","16,579.30","16,169.10",4.99M,-0.82%
12/24/2018,"16,476.70","16,545.10","16,545.10","16,305.80",2.69M,-0.41%
12/25/2018,"16,032.30","15,724.70","16,100.70","15,553.70",3.29M,-2.70%
12/26/2018,"15,724.70","15,998.10","16,066.50","15,553.70",2.63M,-1.92%
12/27/2018,"16,203.20","16,134.90","16,203.20","15,998.10",1.72M,3.04%
12/28/2018,"16,271.60","16,134.90","16,340.00","16,066.50",4.28M,0.42%
1/2/2019,"15,758.80","16,169.10","16,271.60","15,656.30",1.40M,-3.15%
1/3/2019,"15,382.80","15,587.90","15,964.00","15,348.60",2.11M,-2.39%
1/4/2019,"15,519.60","15,246.10","15,861.40","14,767.50",1.96M,0.89%
1/7/2019,"15,690.50","16,134.90","16,134.90","15,622.10",1.41M,1.10%
1/8/2019,"15,382.80","15,690.50","15,690.50","15,246.10",1.08M,-1.96%
1/9/2019,"16,134.90","15,382.80","16,134.90","15,382.80",1.70M,4.89%
1/10/2019,"16,100.70","16,134.90","16,271.60","15,998.10",1.30M,-0.21%
1/11/2019,"15,895.60","16,100.70","16,169.10","15,895.60",1.11M,-1.27%
1/14/2019,"15,724.70","15,895.60","15,929.80","15,656.30",1.11M,-1.08%
1/15/2019,"15,861.40","15,827.20","16,134.90","15,724.70",1.10M,0.87%
1/16/2019,"15,724.70","16,032.30","16,032.30","15,656.30",1.54M,-0.86%
1/17/2019,"15,519.60","15,724.70","15,793.00","15,519.60",1.18M,-1.30%
1/18/2019,"15,382.80","15,587.90","15,587.90","15,382.80",966.96K,-0.88%
1/21/2019,"15,690.50","15,382.80","15,758.80","15,382.80",1.28M,2.00%
1/22/2019,"15,861.40","15,793.00","15,929.80","15,758.80",1.39M,1.09%
1/23/2019,"16,066.50","16,032.30","16,271.60","15,895.60",2.00M,1.29%
1/24/2019,"15,964.00","16,203.20","16,203.20","15,861.40",612.64K,-0.64%
1/25/2019,"15,793.00","15,929.80","15,998.10","15,793.00",971.56K,-1.07%
1/28/2019,"15,861.40","15,793.00","15,929.80","15,793.00",786.67K,0.43%
1/29/2019,"15,793.00","15,793.00","15,861.40","15,690.50",1.24M,-0.43%
1/30/2019,"15,758.80","15,793.00","15,861.40","15,758.80",695.95K,-0.22%
1/31/2019,"15,827.20","15,793.00","15,929.80","15,793.00",549.63K,0.43%
2/1/2019,"15,929.80","15,793.00","15,929.80","15,758.80",651.74K,0.65%
2/11/2019,"16,886.90","16,032.30","16,886.90","15,998.10",2.73M,6.01%
2/12/2019,"16,886.90","16,886.90","17,092.00","16,818.60",2.57M,0.00%
2/13/2019,"16,955.30","16,989.50","17,092.00","16,886.90",2.55M,0.41%
2/14/2019,"16,955.30","16,955.30","17,297.10","16,818.60",2.74M,0.00%
2/15/2019,"16,886.90","16,818.60","17,160.40","16,818.60",2.16M,-0.40%
2/18/2019,"17,126.20","16,955.30","17,126.20","16,886.90",1.89M,1.42%
2/19/2019,"16,750.20","17,160.40","17,331.30","16,613.50",2.68M,-2.20%
2/20/2019,"16,716.00","16,750.20","16,886.90","16,613.50",1.43M,-0.20%
2/21/2019,"16,818.60","16,716.00","16,989.50","16,681.80",2.08M,0.61%
2/22/2019,"16,716.00","16,818.60","16,886.90","16,647.60",1.79M,-0.61%
2/25/2019,"16,921.10","16,955.30","17,057.80","16,750.20",2.11M,1.23%
2/26/2019,"16,613.50","16,921.10","16,989.50","16,613.50",1.66M,-1.82%
2/27/2019,"17,057.80","16,613.50","17,262.90","16,613.50",3.89M,2.67%
2/28/2019,"16,750.20","17,160.40","17,297.10","16,750.20",2.75M,-1.80%
3/1/2019,"17,057.80","16,750.20","17,057.80","16,750.20",1.27M,1.84%
3/4/2019,"17,809.90","17,228.80","17,878.30","17,092.00",5.54M,4.41%
3/5/2019,"17,502.20","17,775.70","17,912.40","17,365.50",3.49M,-1.73%
3/6/2019,"17,673.20","17,502.20","17,741.50","17,365.50",1.64M,0.98%
3/7/2019,"17,092.00","17,912.40","17,912.40","17,092.00",3.84M,-3.29%
3/8/2019,"16,510.90","16,818.60","17,023.70","16,510.90",4.00M,-3.40%
3/11/2019,"16,921.10","16,545.10","16,989.50","16,510.90",1.58M,2.48%
3/12/2019,"16,886.90","17,194.60","17,262.90","16,750.20",1.67M,-0.20%
3/13/2019,"16,750.20","16,955.30","17,057.80","16,750.20",1.51M,-0.81%
3/14/2019,"16,818.60","16,750.20","16,886.90","16,647.60",1.35M,0.41%
3/15/2019,"16,545.10","16,818.60","16,852.70","16,476.70",2.32M,-1.63%
3/18/2019,"16,613.50","16,613.50","16,886.90","16,510.90",1.71M,0.41%
3/19/2019,"16,066.50","16,681.80","16,784.40","16,066.50",3.84M,-3.29%
3/20/2019,"16,032.30","15,998.10","16,203.20","15,929.80",1.58M,-0.21%
3/21/2019,"15,382.80","16,066.50","16,169.10","15,382.80",2.52M,-4.05%
3/22/2019,"15,519.60","15,587.90","15,656.30","15,280.30",2.84M,0.89%
3/25/2019,"14,733.30","15,041.00","15,348.60","14,699.10",2.68M,-5.07%
3/26/2019,"14,938.40","14,904.20","15,041.00","14,733.30",1.19M,1.39%
3/27/2019,"15,382.80","15,109.40","15,417.00","15,041.00",1.17M,2.97%
3/28/2019,"15,382.80","15,314.50","15,485.40","15,109.40",995.16K,0.00%
3/29/2019,"15,246.10","15,485.40","15,519.60","15,246.10",732.36K,-0.89%
4/1/2019,"15,348.60","15,382.80","15,451.20","15,280.30",795.47K,0.67%
4/2/2019,"15,280.30","15,485.40","15,553.70","15,246.10",804.95K,-0.44%
4/3/2019,"15,314.50","15,280.30","15,451.20","15,280.30",1.19M,0.22%
4/4/2019,"15,417.00","15,451.20","15,553.70","15,314.50",1.07M,0.67%
4/5/2019,"15,929.80","15,451.20","16,066.50","15,417.00",1.84M,3.33%
4/8/2019,"15,827.20","16,066.50","16,066.50","15,724.70",875.80K,-0.64%
4/9/2019,"15,519.60","15,827.20","15,929.80","15,485.40",1.15M,-1.94%
4/10/2019,"15,246.10","15,246.10","15,485.40","15,211.90",1.32M,-1.76%
4/11/2019,"15,348.60","15,246.10","15,451.20","15,211.90",1.08M,0.67%
4/12/2019,"15,382.80","15,382.80","15,485.40","15,314.50",647.04K,0.22%
4/16/2019,"15,177.70","15,246.10","15,314.50","14,938.40",999.47K,-1.33%
4/17/2019,"15,041.00","15,246.10","15,348.60","15,041.00",964.21K,-0.90%
4/18/2019,"14,425.70","15,041.00","15,075.20","14,425.70",1.23M,-4.09%
4/19/2019,"15,041.00","14,665.00","15,177.70","14,357.30",1.88M,4.27%
4/22/2019,"14,938.40","14,972.60","15,075.20","14,767.50",2.39M,-0.68%
4/23/2019,"14,630.80","14,733.30","14,938.40","14,596.60",1.13M,-2.06%
4/24/2019,"14,699.10","14,630.80","14,870.10","14,630.80",757.71K,0.47%
4/25/2019,"14,562.40","14,699.10","14,801.70","14,562.40",623.68K,-0.93%
4/26/2019,"14,562.40","14,494.00","14,630.80","14,494.00",547.84K,0.00%
5/2/2019,"14,425.70","14,562.40","14,733.30","14,425.70",541.98K,-0.94%
5/3/2019,"14,049.60","14,391.50","14,459.90","13,912.90",1.90M,-2.61%
5/6/2019,"13,092.50","13,400.10","13,742.00","13,092.50",3.61M,-6.81%
5/7/2019,"12,784.80","13,195.00","13,468.50","12,784.80",1.97M,-2.35%
5/8/2019,"12,237.90","12,511.40","12,716.50","12,237.90",4.08M,-4.28%
5/9/2019,"12,989.90","12,306.30","13,092.50","12,306.30",5.79M,6.14%
5/10/2019,"13,160.90","13,058.30","13,366.00","12,989.90",2.84M,1.32%
5/13/2019,"13,126.70","13,058.30","13,400.10","12,853.20",2.79M,-0.26%
5/14/2019,"12,989.90","12,853.20","13,092.50","12,784.80",2.03M,-1.04%
5/15/2019,"13,195.00","12,989.90","13,297.60","12,989.90",2.11M,1.58%
5/16/2019,"13,092.50","13,229.20","13,366.00","13,092.50",1.28M,-0.78%
5/17/2019,"12,921.60","13,092.50","13,195.00","12,921.60",1.08M,-1.31%
5/20/2019,"12,921.60","12,887.40","13,126.70","12,887.40",1.12M,0.00%
5/21/2019,"12,989.90","12,921.60","13,195.00","12,853.20",2.09M,0.53%
5/22/2019,"12,989.90","13,126.70","13,160.90","12,989.90",1.01M,0.00%
5/23/2019,"13,331.80","12,989.90","13,331.80","12,921.60",1.55M,2.63%
5/24/2019,"13,160.90","13,229.20","13,468.50","13,160.90",2.57M,-1.28%
5/27/2019,"13,058.30","13,058.30","13,160.90","12,989.90",781.80K,-0.78%
5/28/2019,"12,955.80","13,058.30","13,126.70","12,750.70",1.28M,-0.78%
5/29/2019,"12,955.80","12,853.20","13,058.30","12,784.80",853.78K,0.00%
5/30/2019,"12,955.80","12,921.60","13,058.30","12,853.20",601.22K,0.00%
5/31/2019,"12,511.40","12,955.80","13,024.10","12,511.40",1.14M,-3.43%
6/3/2019,"12,101.20","12,477.20","12,579.70","12,101.20",1.79M,-3.28%
6/4/2019,"12,169.50","12,101.20","12,306.30","12,067.00",1.14M,0.56%
6/5/2019,"12,306.30","12,408.80","12,477.20","12,306.30",884.46K,1.12%
6/6/2019,"12,237.90","12,306.30","12,511.40","12,203.70",791.93K,-0.56%
6/7/2019,"12,477.20","12,374.60","12,477.20","12,272.10",786.02K,1.96%
6/10/2019,"12,682.30","12,511.40","12,819.00","12,511.40",1.13M,1.64%
6/11/2019,"12,716.50","12,750.70","12,921.60","12,682.30",1.27M,0.27%
6/12/2019,"12,648.10","12,682.30","12,750.70","12,579.70",675.90K,-0.54%
6/13/2019,"12,579.70","12,511.40","12,648.10","12,477.20",617.03K,-0.54%
6/14/2019,"12,511.40","12,648.10","12,682.30","12,511.40",615.86K,-0.54%
6/17/2019,"12,237.90","12,511.40","12,545.50","12,237.90",518.49K,-2.19%
6/18/2019,"12,306.30","12,237.90","12,374.60","12,237.90",676.68K,0.56%
6/19/2019,"12,443.00","12,443.00","12,613.90","12,408.80",953.70K,1.11%
6/20/2019,"12,682.30","12,443.00","12,716.50","12,443.00",1.05M,1.92%
6/21/2019,"13,058.30","12,682.30","13,229.20","12,682.30",2.31M,2.96%
6/24/2019,"12,921.60","13,126.70","13,126.70","12,887.40",1.29M,-1.05%
6/25/2019,"12,887.40","12,853.20","12,989.90","12,853.20",762.65K,-0.26%
6/26/2019,"12,784.80","12,887.40","12,887.40","12,750.70",957.96K,-0.80%
6/27/2019,"12,784.80","12,784.80","12,819.00","12,716.50",1.27M,0.00%
6/28/2019,"12,750.70","12,921.60","12,921.60","12,716.50",1.17M,-0.27%
7/1/2019,"12,819.00","12,955.80","12,955.80","12,784.80",925.36K,0.54%
7/2/2019,"12,648.10","12,819.00","12,853.20","12,648.10",1.04M,-1.33%
7/3/2019,"12,477.20","12,579.70","12,613.90","12,477.20",957.52K,-1.35%
7/4/2019,"12,545.50","12,477.20","12,682.30","12,477.20",953.69K,0.55%
7/5/2019,"12,511.40","12,545.50","12,648.10","12,511.40",1.05M,-0.27%
7/8/2019,"12,443.00","12,511.40","12,511.40","12,408.80",637.67K,-0.55%
7/9/2019,"12,648.10","12,443.00","12,682.30","12,408.80",837.79K,1.65%
7/10/2019,"12,443.00","12,716.50","12,750.70","12,443.00",1.09M,-1.62%
7/11/2019,"12,648.10","12,545.50","12,648.10","12,443.00",748.97K,1.65%
7/12/2019,"12,853.20","12,648.10","12,989.90","12,579.70",1.92M,1.62%
7/15/2019,"12,784.80","12,853.20","12,921.60","12,784.80",895.02K,-0.53%
7/16/2019,"12,613.90","12,750.70","12,921.60","12,613.90",764.07K,-1.34%
7/17/2019,"13,058.30","12,579.70","13,092.50","12,579.70",2.05M,3.52%
7/18/2019,"13,126.70","12,989.90","13,126.70","12,955.80",876.77K,0.52%
7/19/2019,"13,092.50","13,126.70","13,297.60","13,092.50",1.31M,-0.26%
7/22/2019,"12,921.60","12,784.80","13,058.30","12,784.80",701.37K,-1.31%
7/23/2019,"12,955.80","12,921.60","13,126.70","12,921.60",689.63K,0.26%
7/24/2019,"12,579.70","12,989.90","13,058.30","12,579.70",1.57M,-2.90%
7/25/2019,"12,545.50","12,648.10","12,648.10","12,545.50",968.64K,-0.27%
7/26/2019,"12,443.00","12,545.50","12,613.90","12,306.30",1.42M,-0.82%
7/29/2019,"12,340.40","12,374.60","12,443.00","12,340.40",448.37K,-0.82%
7/30/2019,"12,306.30","12,408.80","12,477.20","12,306.30",631.14K,-0.28%
7/31/2019,"11,861.90","12,306.30","12,443.00","11,861.90",2.12M,-3.61%
8/1/2019,"12,067.00","11,896.10","12,306.30","11,896.10",967.61K,1.73%
8/2/2019,"12,032.80","12,067.00","12,203.70","11,964.40",940.79K,-0.28%
8/5/2019,"11,588.40","12,032.80","12,101.20","11,588.40",2.07M,-3.69%
8/6/2019,"10,973.10","11,280.70","11,314.90","10,802.20",4.17M,-5.31%
8/7/2019,"10,392.00","10,973.10","11,280.70","10,392.00",3.44M,-5.30%
8/8/2019,"10,323.60","10,392.00","10,528.70","9,810.80",3.25M,-0.66%
8/9/2019,"11,041.50","10,460.30","11,041.50","10,186.80",4.15M,6.95%
8/12/2019,"10,973.10","11,280.70","11,656.80","10,870.50",4.86M,-0.62%
8/13/2019,"11,739.10","11,565.20","11,739.10","11,304.30",2.61M,6.98%
8/14/2019,"12,000.00","12,087.00","12,173.90","11,869.60",1.06M,2.22%
8/15/2019,"12,000.00","11,304.30","12,000.00","11,304.30",1.24M,0.00%
8/16/2019,"12,260.90","11,913.00","12,434.80","11,739.10",2.30M,2.17%
8/19/2019,"12,347.80","12,217.40","12,521.70","12,173.90",1.27M,0.71%
8/20/2019,"12,347.80","12,304.30","12,434.80","12,043.50",1.20M,0.00%
