Date,Price,Open,High,Low,Vol.,Change %
9/21/2017,"13,217.40","13,217.40","13,272.50","13,162.40",52.11K,0.00%
9/22/2017,"13,217.40","13,217.40","13,272.50","13,162.40",78.44K,0.00%
9/25/2017,"13,052.20","13,217.40","13,217.40","13,052.20",63.59K,-1.25%
9/26/2017,"13,052.20","13,052.20","13,162.40","12,997.20",96.16K,0.00%
9/27/2017,"12,942.10","13,052.20","13,107.30","12,859.50",225.71K,-0.84%
9/28/2017,"13,217.40","12,942.10","13,217.40","12,942.10",101.31K,2.13%
9/29/2017,"13,217.40","13,217.40","13,327.60","13,189.90",181.92K,0.00%
10/2/2017,"13,437.70","13,217.40","13,437.70","13,217.40",156.43K,1.67%
10/3/2017,"13,658.00","13,382.70","13,658.00","13,382.70",389.65K,1.64%
10/4/2017,"13,823.20","13,492.80","13,823.20","13,465.30",280.75K,1.21%
10/5/2017,"13,878.30","13,878.30","13,933.40","13,768.20",161.46K,0.40%
10/6/2017,"13,878.30","13,878.30","13,878.30","13,492.80",248.74K,0.00%
10/9/2017,"13,823.20","13,878.30","13,878.30","13,547.90",203.67K,-0.40%
10/10/2017,"13,878.30","13,768.20","13,878.30","13,713.10",135.60K,0.40%
10/11/2017,"13,905.90","13,878.30","13,905.90","13,823.20",151.68K,0.20%
10/12/2017,"14,208.80","13,933.40","14,374.00","13,905.90",506.03K,2.18%
10/13/2017,"14,318.90","14,263.80","14,374.00","14,208.80",330.82K,0.77%
10/16/2017,"14,263.80","14,318.90","14,374.00","14,153.70",208.63K,-0.38%
10/17/2017,"14,071.10","14,263.80","14,263.80","13,988.50",299.64K,-1.35%
10/18/2017,"13,823.20","13,933.40","14,098.60","13,823.20",327.23K,-1.76%
10/19/2017,"13,988.50","13,823.20","14,016.00","13,823.20",185.96K,1.20%
10/20/2017,"14,016.00","14,098.60","14,098.60","13,988.50",161.23K,0.20%
10/23/2017,"13,988.50","14,043.50","14,043.50","13,933.40",201.03K,-0.20%
10/24/2017,"14,208.80","14,043.50","14,346.40","13,933.40",343.41K,1.57%
10/25/2017,"14,263.80","14,043.50","14,263.80","14,043.50",167.35K,0.39%
10/26/2017,"14,263.80","14,016.00","14,263.80","14,016.00",159.93K,0.00%
10/27/2017,"14,263.80","14,263.80","14,263.80","14,043.50",171.48K,0.00%
10/30/2017,"14,291.40","14,208.80","14,318.90","14,208.80",306.68K,0.19%
10/31/2017,"14,291.40","14,291.40","14,318.90","14,181.20",250.48K,0.00%
11/1/2017,"14,318.90","14,318.90","14,429.00","14,263.80",321.79K,0.19%
11/2/2017,"14,291.40","14,318.90","14,318.90","14,236.30",172.16K,-0.19%
11/3/2017,"14,291.40","14,291.40","14,291.40","14,263.80",137.26K,0.00%
11/6/2017,"14,318.90","14,263.80","14,346.40","14,208.80",373.90K,0.19%
11/7/2017,"14,318.90","14,346.40","14,346.40","14,263.80",141.20K,0.00%
11/8/2017,"14,318.90","14,318.90","14,346.40","14,263.80",177.88K,0.00%
11/9/2017,"14,814.60","14,346.40","14,924.70","14,346.40",618.05K,3.46%
11/10/2017,"14,704.40","14,842.10","14,842.10","14,484.10",174.39K,-0.74%
11/13/2017,"14,731.90","14,704.40","14,814.60","14,594.30",161.58K,0.19%
11/14/2017,"14,731.90","14,731.90","14,787.00","14,621.80",405.20K,0.00%
11/15/2017,"14,731.90","14,731.90","14,731.90","14,621.80",180.15K,0.00%
11/16/2017,"14,814.60","14,731.90","15,089.90","14,649.30",1.02M,0.56%
11/17/2017,"15,805.90","14,924.70","15,805.90","14,814.60",956.91K,6.69%
11/20/2017,"16,714.60","15,860.90","16,714.60","15,833.40",751.18K,5.75%
11/21/2017,"16,329.10","16,576.90","16,576.90","15,971.10",1.13M,-2.31%
11/22/2017,"16,246.40","16,081.20","16,356.60","16,081.20",654.10K,-0.51%
11/23/2017,"15,971.10","16,081.20","16,136.30","15,860.90",806.50K,-1.69%
11/24/2017,"16,246.40","15,971.10","16,246.40","15,916.00",491.55K,1.72%
11/27/2017,"16,246.40","16,521.80","16,521.80","16,136.30",571.62K,0.00%
11/28/2017,"16,301.50","16,246.40","16,356.60","16,191.40",377.56K,0.34%
11/29/2017,"16,246.40","16,521.80","16,521.80","15,971.10",551.92K,-0.34%
11/30/2017,"16,246.40","16,301.50","16,301.50","16,026.20",452.98K,0.00%
12/1/2017,"16,136.30","16,246.40","16,246.40","16,026.20",515.29K,-0.68%
12/4/2017,"15,998.60","16,136.30","16,163.80","15,971.10",898.78K,-0.85%
12/5/2017,"16,081.20","15,998.60","16,218.90","15,998.60",548.10K,0.52%
12/6/2017,"15,860.90","16,081.20","16,136.30","15,695.70",448.66K,-1.37%
12/7/2017,"15,750.80","15,888.50","15,998.60","15,695.70",404.35K,-0.69%
12/8/2017,"15,750.80","15,916.00","15,916.00","15,750.80",545.54K,0.00%
12/11/2017,"15,613.10","15,805.90","15,805.90","15,530.50",285.96K,-0.87%
12/12/2017,"15,337.70","15,530.50","15,640.60","15,089.90",770.95K,-1.76%
12/13/2017,"15,337.70","15,337.70","15,420.40","15,227.60",324.91K,0.00%
12/14/2017,"15,558.00","15,337.70","15,640.60","15,337.70",233.76K,1.44%
12/15/2017,"15,558.00","15,558.00","15,695.70","15,530.50",283.01K,0.00%
12/18/2017,"15,145.00","15,695.70","15,695.70","15,117.50",830.33K,-2.65%
12/19/2017,"15,255.10","15,145.00","15,365.30","15,089.90",153.29K,0.73%
12/20/2017,"15,255.10","15,365.30","15,392.80","15,200.10",307.93K,0.00%
12/21/2017,"15,255.10","15,255.10","15,310.20","15,117.50",352.73K,0.00%
12/22/2017,"15,145.00","15,255.10","15,310.20","15,089.90",371.46K,-0.72%
12/25/2017,"15,668.20","15,420.40","15,916.00","15,420.40",529.34K,3.45%
12/26/2017,"15,695.70","15,833.40","15,833.40","15,530.50",270.19K,0.18%
12/27/2017,"15,420.40","15,585.60","15,640.60","15,420.40",299.74K,-1.75%
12/28/2017,"15,145.00","15,530.50","15,530.50","15,034.80",618.93K,-1.79%
12/29/2017,"15,089.90","15,034.80","15,255.10","14,979.80",473.72K,-0.36%
1/2/2018,"15,089.90","15,089.90","15,227.60","15,062.40",216.88K,0.00%
1/3/2018,"15,420.40","15,145.00","15,420.40","15,145.00",354.18K,2.19%
1/4/2018,"16,191.40","15,530.50","16,191.40","15,420.40",1.27M,5.00%
1/5/2018,"16,053.70","16,246.40","16,246.40","15,916.00",352.92K,-0.85%
1/8/2018,"15,888.50","15,971.10","16,026.20","15,860.90",185.46K,-1.03%
1/9/2018,"15,971.10","15,585.60","16,026.20","15,420.40",596.68K,0.52%
1/10/2018,"15,916.00","16,026.20","16,026.20","15,916.00",431.25K,-0.34%
1/11/2018,"15,916.00","15,860.90","15,998.60","15,860.90",381.62K,0.00%
1/12/2018,"15,971.10","16,163.80","16,191.40","15,971.10",501.19K,0.35%
1/15/2018,"15,971.10","15,971.10","15,998.60","15,750.80",714.35K,0.00%
1/16/2018,"15,695.70","16,053.70","16,053.70","15,695.70",271.55K,-1.72%
1/17/2018,"15,750.80","15,695.70","16,301.50","15,475.40",699.29K,0.35%
1/18/2018,"16,081.20","15,640.60","16,081.20","15,640.60",672.15K,2.10%
1/19/2018,"16,852.20","16,301.50","16,852.20","16,136.30",2.24M,4.79%
1/22/2018,"18,008.80","17,568.20","18,008.80","17,072.50",2.48M,6.86%
1/25/2018,"19,247.90","18,449.40","19,247.90","18,008.80",1.82M,6.88%
1/26/2018,"19,220.40","20,074.00","20,074.00","18,229.10",1.18M,-0.14%
1/29/2018,"18,779.80","18,945.00","19,330.50","18,339.20",397.99K,-2.29%
1/30/2018,"19,000.10","18,559.50","19,165.30","18,284.10",381.18K,1.17%
1/31/2018,"19,000.10","19,330.50","19,330.50","18,945.00",373.45K,0.00%
2/1/2018,"19,000.10","18,917.50","19,110.20","18,917.50",352.99K,0.00%
2/2/2018,"18,889.90","19,220.40","19,220.40","18,146.50",334.81K,-0.58%
2/5/2018,"17,898.60","18,339.20","18,724.70","17,843.60",644.70K,-5.25%
2/6/2018,"17,072.50","17,623.30","17,623.30","16,659.50",895.56K,-4.62%
2/7/2018,"17,458.00","17,237.80","18,118.90","17,237.80",350.64K,2.26%
2/8/2018,"17,458.00","17,623.30","17,705.90","17,403.00",276.32K,0.00%
2/9/2018,"17,292.80","16,687.00","17,458.00","16,687.00",482.01K,-0.95%
2/12/2018,"17,292.80","17,292.80","17,403.00","17,127.60",571.66K,0.00%
2/13/2018,"17,292.80","17,292.80","17,347.90","17,182.70",171.48K,0.00%
2/21/2018,"17,458.00","17,403.00","17,871.10","17,347.90",221.65K,0.96%
2/22/2018,"17,568.20","17,458.00","17,733.40","17,458.00",135.81K,0.63%
2/23/2018,"18,118.90","17,568.20","18,174.00","17,513.10",223.30K,3.13%
2/26/2018,"18,229.10","18,118.90","18,449.40","17,926.20",260.50K,0.61%
2/27/2018,"18,118.90","18,229.10","18,229.10","17,678.30",518.00K,-0.60%
2/28/2018,"19,000.10","18,118.90","19,220.40","17,760.90",468.05K,4.86%
3/1/2018,"19,275.40","18,807.30","19,495.70","18,807.30",467.10K,1.45%
3/2/2018,"20,156.60","18,862.40","20,156.60","18,862.40",830.82K,4.57%
3/5/2018,"20,624.70","20,266.80","20,927.60","20,239.20",1.23M,2.32%
3/6/2018,"20,266.80","19,936.30","20,376.90","19,936.30",259.74K,-1.74%
3/7/2018,"19,826.20","19,605.90","19,991.40","19,605.90",602.28K,-2.17%
3/8/2018,"19,716.00","19,826.20","19,991.40","19,661.00",720.04K,-0.56%
3/9/2018,"19,165.30","19,716.00","19,716.00","19,110.20",579.93K,-2.79%
3/12/2018,"19,716.00","19,440.70","19,716.00","19,192.80",533.57K,2.87%
3/13/2018,"19,826.20","19,385.60","19,936.30","19,385.60",416.29K,0.56%
3/14/2018,"19,495.70","19,440.70","19,605.90","19,440.70",249.59K,-1.67%
3/15/2018,"19,495.70","19,716.00","19,716.00","19,440.70",473.43K,0.00%
3/16/2018,"19,743.60","19,771.10","19,771.10","19,495.70",615.79K,1.27%
3/19/2018,"19,605.90","19,771.10","19,771.10","19,495.70",473.41K,-0.70%
3/20/2018,"20,046.50","19,826.20","20,376.90","19,633.40",382.43K,2.25%
3/21/2018,"20,294.30","20,349.40","20,432.00","20,156.60",437.46K,1.24%
3/22/2018,"20,349.40","20,376.90","20,597.20","20,294.30",525.94K,0.27%
3/23/2018,"19,716.00","19,468.20","20,101.50","19,440.70",178.00K,-3.11%
3/26/2018,"19,716.00","19,440.70","19,798.60","19,440.70",236.05K,0.00%
3/27/2018,"19,771.10","20,266.80","20,266.80","19,550.80",324.61K,0.28%
3/28/2018,"20,211.70","19,771.10","20,211.70","19,578.30",344.37K,2.23%
3/29/2018,"19,991.40","20,349.40","20,349.40","19,881.20",187.90K,-1.09%
3/30/2018,"19,963.90","20,101.50","20,101.50","19,605.90",276.63K,-0.14%
4/2/2018,"20,376.90","20,074.00","20,597.20","19,963.90",828.37K,2.07%
4/3/2018,"20,349.40","20,376.90","20,432.00","19,991.40",690.33K,-0.13%
